rank	word	zipf
16295	parry	3.44
16296	parted	3.44
16297	patio	3.44
16298	peacock	3.44
16299	pedestrians	3.44
16300	pepsi	3.44
16301	pf	3.44
16302	pines	3.44
16303	pitchers	3.44
16304	plugged	3.44
16305	postcard	3.44
16306	pow	3.44
16307	powerhouse	3.44
16308	precursor	3.44
16309	preferable	3.44
16310	preparatory	3.44
16311	prism	3.44
16312	proclamation	3.44
16313	proponents	3.44
16314	provocative	3.44
16315	pu	3.44
16316	purposely	3.44
16317	qc	3.44
16318	questionnaire	3.44
16319	reclaim	3.44
16320	redevelopment	3.44
16321	reflex	3.44
16322	relocate	3.44
16323	rematch	3.44
16324	renal	3.44
16325	repayment	3.44
16326	residences	3.44
16327	restrained	3.44
16328	rhythms	3.44
16329	riddle	3.44
16330	rites	3.44
16331	rivera	3.44
16332	roach	3.44
16333	rockefeller	3.44
16334	roe	3.44
16335	royalties	3.44
16336	rubble	3.44
16337	s3	3.44
16338	sacrificing	3.44
16339	saddam	3.44
16340	sapphire	3.44
16341	screwing	3.44
16342	seam	3.44
16343	sectional	3.44
16344	servicing	3.44
16345	shrinking	3.44
16346	simulate	3.44
16347	sioux	3.44
16348	sloan	3.44
16349	sniff	3.44
16350	snowden	3.44
16351	soaring	3.44
16352	soluble	3.44
16353	solvent	3.44
16354	somebody's	3.44
16355	spaced	3.44
16356	squid	3.44
16357	stamford	3.44
16358	steph	3.44
16359	stocked	3.44
16360	stoked	3.44
16361	strapped	3.44
16362	streamed	3.44
16363	sturdy	3.44
16364	swarm	3.44
16365	tanker	3.44
16366	taxis	3.44
16367	terra	3.44
16368	timetable	3.44
16369	tj	3.44
16370	torpedo	3.44
16371	traitors	3.44
16372	trolley	3.44
16373	trolling	3.44
16374	trudeau	3.44
16375	una	3.44
16376	undertook	3.44
16377	undocumented	3.44
16378	vaginal	3.44
16379	vance	3.44
16380	verbs	3.44
16381	viability	3.44
16382	victoria's	3.44
16383	villas	3.44
16384	wat	3.44
16385	whispered	3.44
16386	widening	3.44
16387	winged	3.44
16388	wiping	3.44
16389	wolverine	3.44
16390	wrought	3.44
16391	xiii	3.44
16392	yearbook	3.44
16393	yikes	3.44
16394	😉	3.44
16395	abbot	3.43
16396	abduction	3.43
16397	ache	3.43
16398	advises	3.43
16399	afro	3.43
16400	ancestral	3.43
16401	anchors	3.43
16402	antiquity	3.43
16403	apocalyptic	3.43
16404	appraisal	3.43
16405	aqua	3.43
16406	aspen	3.43
16407	atlantis	3.43
16408	augustus	3.43
16409	author's	3.43
16410	autistic	3.43
16411	barnett	3.43
16412	baylor	3.43
16413	bearer	3.43
16414	bernstein	3.43
16415	bins	3.43
16416	bk	3.43
16417	bleak	3.43
16418	blender	3.43
16419	bmi	3.43
16420	bogus	3.43
16421	booming	3.43
16422	bridget	3.43
16423	bruises	3.43
16424	btc	3.43
16425	burt	3.43
16426	cages	3.43
16427	caldwell	3.43
16428	cara	3.43
16429	cavs	3.43
16430	centric	3.43
16431	chaired	3.43
16432	chaplain	3.43
16433	chlorine	3.43
16434	chow	3.43
16435	chubby	3.43
16436	clement	3.43
16437	collusion	3.43
16438	contenders	3.43
16439	contractual	3.43
16440	coroner	3.43
16441	correctional	3.43
16442	correspondents	3.43
16443	corridors	3.43
16444	couldnt	3.43
16445	creamy	3.43
16446	cubes	3.43
16447	d00	3.43
16448	daryl	3.43
16449	deterioration	3.43
16450	diapers	3.43
16451	dirk	3.43
16452	disbelief	3.43
16453	discreet	3.43
16454	distracting	3.43
16455	dizzy	3.43
16456	dre	3.43
16457	duet	3.43
16458	dustin	3.43
16459	dyed	3.43
16460	eisenhower	3.43
16461	elle	3.43
16462	elsa	3.43
16463	enact	3.43
16464	evaluations	3.43
16465	everest	3.43
16466	exporting	3.43
16467	expressive	3.43
16468	facilitating	3.43
16469	fiddle	3.43
16470	fists	3.43
16471	flaming	3.43
16472	foes	3.43
16473	folds	3.43
16474	fortified	3.43
16475	fran	3.43
16476	françois	3.43
16477	garfield	3.43
16478	generalized	3.43
16479	gl	3.43
16480	glossy	3.43
16481	gregg	3.43
16482	grit	3.43
16483	hammered	3.43
16484	haram	3.43
16485	harassing	3.43
16486	hauled	3.43
16487	hectares	3.43
16488	hobart	3.43
16489	homelessness	3.43
16490	hopping	3.43
16491	horrendous	3.43
16492	horrified	3.43
16493	hostel	3.43
16494	hound	3.43
16495	htc	3.43
16496	hugged	3.43
16497	illegitimate	3.43
16498	illicit	3.43
16499	importing	3.43
16500	incompetence	3.43
16501	insomnia	3.43
16502	interception	3.43
16503	invaders	3.43
16504	irl	3.43
16505	israelis	3.43
16506	juniors	3.43
16507	karaoke	3.43
16508	kemp	3.43
16509	kosovo	3.43
16510	kw	3.43
16511	lagoon	3.43
16512	len	3.43
16513	lesions	3.43
16514	limp	3.43
16515	lingering	3.43
16516	linguistics	3.43
16517	locating	3.43
16518	logically	3.43
16519	lucifer	3.43
16520	lumpur	3.43
16521	lunatic	3.43
16522	lyrical	3.43
16523	m.d	3.43
16524	manifestation	3.43
16525	manitoba	3.43
16526	manufactures	3.43
16527	mastering	3.43
16528	mead	3.43
16529	mergers	3.43
16530	mhz	3.43
16531	migrate	3.43
16532	mildly	3.43
16533	miraculous	3.43
16534	moaning	3.43
16535	mocked	3.43
16536	mos	3.43
16537	mosquitoes	3.43
16538	mourn	3.43
16539	mundane	3.43
16540	narrowed	3.43
16541	nay	3.43
16542	nests	3.43
16543	ngo	3.43
16544	nielsen	3.43
16545	nr	3.43
16546	nutshell	3.43
16547	ob	3.43
16548	obsessive	3.43
16549	offending	3.43
16550	offseason	3.43
16551	oswald	3.43
16552	overboard	3.43
16553	paws	3.43
16554	pendant	3.43
16555	petite	3.43
16556	petitions	3.43
16557	pharma	3.43
16558	pimp	3.43
16559	pipelines	3.43
16560	poised	3.43
16561	pol	3.43
16562	posterior	3.43
16563	pouch	3.43
16564	predicts	3.43
16565	prescriptions	3.43
16566	probes	3.43
16567	proficiency	3.43
16568	progresses	3.43
16569	protestors	3.43
16570	psychotic	3.43
16571	racists	3.43
16572	referees	3.43
16573	reinforcement	3.43
16574	relegation	3.43
16575	repertoire	3.43
16576	repository	3.43
16577	reversing	3.43
16578	rican	3.43
16579	rumble	3.43
16580	sachs	3.43
16581	saloon	3.43
16582	sanction	3.43
16583	sexes	3.43
16584	shack	3.43
16585	sinners	3.43
16586	sire	3.43
16587	slated	3.43
16588	soaking	3.43
16589	stale	3.43
16590	stereotype	3.43
16591	sterile	3.43
16592	stride	3.43
16593	stringent	3.43
16594	sulfur	3.43
16595	sun's	3.43
16596	surfaced	3.43
16597	suzuki	3.43
16598	tacos	3.43
16599	therapists	3.43
16600	torrent	3.43
16601	tp	3.43
16602	trainee	3.43
16603	transmitting	3.43
16604	trey	3.43
16605	tripped	3.43
16606	trough	3.43
16607	trunks	3.43
16608	tummy	3.43
16609	unjust	3.43
16610	upbringing	3.43
16611	uploading	3.43
16612	vaughan	3.43
16613	venezuelan	3.43
16614	vis	3.43
16615	vivian	3.43
16616	vivo	3.43
16617	wager	3.43
16618	walled	3.43
16619	warehouses	3.43
16620	whack	3.43
16621	whoops	3.43
16622	wichita	3.43
16623	wilde	3.43
16624	wilmington	3.43
16625	zambia	3.43
16626	🤣	3.43
16627	2b	3.42
16628	7pm	3.42
16629	9am	3.42
16630	accelerator	3.42
16631	accuses	3.42
16632	acrylic	3.42
16633	ames	3.42
16634	anchorage	3.42
16635	annexation	3.42
16636	approves	3.42
16637	ascent	3.42
16638	assassins	3.42
16639	atkinson	3.42
16640	ballad	3.42
16641	banged	3.42
16642	basel	3.42
16643	beckett	3.42
16644	bel	3.42
16645	betray	3.42
16646	betsy	3.42
16647	bigotry	3.42
16648	biotechnology	3.42
16649	blanc	3.42
16650	bookstore	3.42
16651	boomers	3.42
16652	boone	3.42
16653	bots	3.42
16654	breakers	3.42
16655	broom	3.42
16656	browne	3.42
16657	brute	3.42
16658	buffy	3.42
16659	busiest	3.42
16660	camouflage	3.42
16661	cary	3.42
16662	catalan	3.42
16663	chiefly	3.42
16664	childbirth	3.42
16665	chills	3.42
16666	chung	3.42
16667	collaborating	3.42
16668	compliant	3.42
16669	conservatism	3.42
16670	continuum	3.42
16671	corona	3.42
16672	cosplay	3.42
16673	cowardly	3.42
16674	cpr	3.42
16675	cruises	3.42
16676	css	3.42
16677	cultivate	3.42
16678	curls	3.42
16679	cyril	3.42
16680	dealership	3.42
16681	dearest	3.42
16682	decker	3.42
16683	defy	3.42
16684	della	3.42
16685	denotes	3.42
16686	densely	3.42
16687	derives	3.42
16688	devoid	3.42
16689	dhabi	3.42
16690	diagrams	3.42
16691	dickinson	3.42
16692	disparity	3.42
16693	diva	3.42
16694	divert	3.42
16695	dlc	3.42
16696	drawers	3.42
16697	eater	3.42
16698	eaton	3.42
16699	elegance	3.42
16700	elias	3.42
16701	encrypted	3.42
16702	englishman	3.42
16703	escorts	3.42
16704	exposes	3.42
16705	extraordinarily	3.42
16706	facade	3.42
16707	farmhouse	3.42
16708	fertilizer	3.42
16709	filler	3.42
16710	fishes	3.42
16711	flea	3.42
16712	footwear	3.42
16713	foxes	3.42
16714	fri	3.42
16715	fritz	3.42
16716	froze	3.42
16717	frying	3.42
16718	giovanni	3.42
16719	goodies	3.42
16720	greenland	3.42
16721	handbag	3.42
16722	handicapped	3.42
16723	haze	3.42
16724	headquartered	3.42
16725	helium	3.42
16726	hemp	3.42
16727	hitch	3.42
16728	hoc	3.42
16729	hutchinson	3.42
16730	ike	3.42
16731	incarnation	3.42
16732	inhibitors	3.42
16733	intrusion	3.42
16734	inverse	3.42
16735	inverted	3.42
16736	irritation	3.42
16737	jae	3.42
16738	juices	3.42
16739	julio	3.42
16740	keywords	3.42
16741	lavish	3.42
16742	libyan	3.42
16743	livelihood	3.42
16744	livingston	3.42
16745	mansfield	3.42
16746	marches	3.42
16747	mckenzie	3.42
16748	medic	3.42
16749	merlin	3.42
16750	midland	3.42
16751	miscellaneous	3.42
16752	misguided	3.42
16753	morrow	3.42
16754	motivations	3.42
16755	moto	3.42
16756	mozart	3.42
16757	muster	3.42
16758	mutants	3.42
16759	muted	3.42
16760	n.j	3.42
16761	noodle	3.42
16762	nylon	3.42
16763	override	3.42
16764	ozone	3.42
16765	papua	3.42
16766	paranoia	3.42
16767	paving	3.42
16768	persecuted	3.42
16769	peruvian	3.42
16770	phosphate	3.42
16771	php	3.42
16772	physicist	3.42
16773	piping	3.42
16774	plurality	3.42
16775	prehistoric	3.42
16776	prescott	3.42
16777	prohibits	3.42
16778	pronouns	3.42
16779	proton	3.42
16780	psyche	3.42
16781	quickest	3.42
16782	redesign	3.42
16783	relocated	3.42
16784	reluctance	3.42
16785	rentals	3.42
16786	reopen	3.42
16787	replication	3.42
16788	rigging	3.42
16789	rotor	3.42
16790	sediment	3.42
16791	seeming	3.42
16792	selves	3.42
16793	sneaking	3.42
16794	solitude	3.42
16795	spacing	3.42
16796	standby	3.42
16797	std	3.42
16798	straps	3.42
16799	strikers	3.42
16800	stronghold	3.42
16801	stumble	3.42
16802	suicides	3.42
16803	supermarkets	3.42
16804	talbot	3.42
16805	teacher's	3.42
16806	theorists	3.42
16807	there'll	3.42
16808	therein	3.42
16809	triangular	3.42
16810	tricked	3.42
16811	trooper	3.42
16812	truthful	3.42
16813	turret	3.42
16814	ubiquitous	3.42
16815	unbelievably	3.42
16816	unconventional	3.42
16817	unnecessarily	3.42
16818	unnoticed	3.42
16819	untouched	3.42
16820	v2	3.42
16821	vega	3.42
16822	ver	3.42
16823	vibrations	3.42
16824	vin	3.42
16825	virgil	3.42
16826	visionary	3.42
16827	vitro	3.42
16828	voodoo	3.42
16829	wigan	3.42
16830	wilder	3.42
16831	witchcraft	3.42
16832	withdrawals	3.42
16833	withdrawing	3.42
16834	wrestlers	3.42
16835	yong	3.42
16836	8pm	3.41
16837	abbas	3.41
16838	adultery	3.41
16839	agile	3.41
16840	aides	3.41
16841	anonymously	3.41
16842	aristotle	3.41
16843	artifact	3.41
16844	austerity	3.41
16845	awfully	3.41
16846	axes	3.41
16847	barca	3.41
16848	battered	3.41
16849	beatrice	3.41
16850	beethoven	3.41
16851	biking	3.41
16852	boob	3.41
16853	boosts	3.41
16854	bouquet	3.41
16855	boxers	3.41
16856	browning	3.41
16857	bullock	3.41
16858	cad	3.41
16859	candidacy	3.41
16860	cartridges	3.41
16861	carve	3.41
16862	cherished	3.41
16863	climbs	3.41
16864	clubhouse	3.41
16865	coarse	3.41
16866	collegiate	3.41
16867	commonplace	3.41
16868	compute	3.41
16869	conan	3.41
16870	confidently	3.41
16871	constrained	3.41
16872	contemplate	3.41
16873	converter	3.41
16874	coop	3.41
16875	cooperating	3.41
16876	coronary	3.41
16877	cottages	3.41
16878	council's	3.41
16879	county's	3.41
16880	cps	3.41
16881	crook	3.41
16882	cucumber	3.41
16883	cupcakes	3.41
16884	darts	3.41
16885	david's	3.41
16886	deco	3.41
16887	depict	3.41
16888	desmond	3.41
16889	diagnose	3.41
16890	directorate	3.41
16891	disliked	3.41
16892	diver	3.41
16893	dora	3.41
16894	dormant	3.41
16895	dotted	3.41
16896	drifted	3.41
16897	duffy	3.41
16898	embarrass	3.41
16899	emmanuel	3.41
16900	emulate	3.41
16901	encompasses	3.41
16902	endowed	3.41
16903	enquiry	3.41
16904	evasion	3.41
16905	evergreen	3.41
16906	eviction	3.41
16907	excerpts	3.41
16908	explodes	3.41
16909	explorers	3.41
16910	expulsion	3.41
16911	fades	3.41
16912	fedex	3.41
16913	figs	3.41
16914	filth	3.41
16915	firefox	3.41
16916	floated	3.41
16917	foliage	3.41
16918	foreclosure	3.41
16919	forgets	3.41
16920	fortnight	3.41
16921	fresno	3.41
16922	fs	3.41
16923	funnier	3.41
16924	genie	3.41
16925	georges	3.41
16926	glued	3.41
16927	goo	3.41
16928	goodwin	3.41
16929	hannibal	3.41
16930	heartbroken	3.41
16931	heats	3.41
16932	helper	3.41
16933	hesitant	3.41
16934	hoop	3.41
16935	how'd	3.41
16936	hubby	3.41
16937	humiliated	3.41
16938	hurdle	3.41
16939	hypertension	3.41
16940	immersed	3.41
16941	immortality	3.41
16942	indefinite	3.41
16943	indices	3.41
16944	insightful	3.41
16945	invitations	3.41
16946	io	3.41
16947	ipswich	3.41
16948	irrespective	3.41
16949	island's	3.41
16950	jacks	3.41
16951	jeanne	3.41
16952	kicker	3.41
16953	kyoto	3.41
16954	leaned	3.41
16955	leases	3.41
16956	ledge	3.41
16957	levin	3.41
16958	lgbtq	3.41
16959	lunches	3.41
16960	macbook	3.41
16961	mackay	3.41
16962	madeleine	3.41
16963	maj	3.41
16964	malt	3.41
16965	mandela	3.41
16966	marian	3.41
16967	mayors	3.41
16968	melts	3.41
16969	michaels	3.41
16970	mindfulness	3.41
16971	mined	3.41
16972	mj	3.41
16973	moderator	3.41
16974	momma	3.41
16975	monstrous	3.41
16976	moran	3.41
16977	morphology	3.41
16978	mustache	3.41
16979	nasdaq	3.41
16980	natal	3.41
16981	nodded	3.41
16982	novice	3.41
16983	obituary	3.41
16984	olivier	3.41
16985	ordination	3.41
16986	organization's	3.41
16987	otis	3.41
16988	owls	3.41
16989	parity	3.41
16990	paterson	3.41
16991	percentages	3.41
16992	persuasive	3.41
16993	pests	3.41
16994	pew	3.41
16995	philips	3.41
16996	piled	3.41
16997	poking	3.41
16998	populous	3.41
16999	postwar	3.41
17000	presided	3.41
17001	prevailed	3.41
17002	proactive	3.41
17003	prob	3.41
17004	projector	3.41
17005	prominently	3.41
17006	prudent	3.41
17007	qualifier	3.41
17008	quincy	3.41
17009	radios	3.41
17010	ratified	3.41
17011	realising	3.41
17012	refining	3.41
17013	regretted	3.41
17014	reliant	3.41
17015	reputable	3.41
17016	revolver	3.41
17017	revolving	3.41
17018	ricardo	3.41
17019	rink	3.41
17020	ripple	3.41
17021	robbers	3.41
17022	routledge	3.41
17023	salts	3.41
17024	sampled	3.41
17025	scrolls	3.41
17026	seeker	3.41
17027	sentinel	3.41
17028	signalling	3.41
17029	sirens	3.41
17030	slovenia	3.41
17031	solemn	3.41
17032	spacex	3.41
17033	spacious	3.41
17034	spheres	3.41
17035	spraying	3.41
17036	sprung	3.41
17037	stacey	3.41
17038	starr	3.41
17039	substantive	3.41
17040	substitution	3.41
17041	sugars	3.41
17042	sweetest	3.41
17043	taxing	3.41
17044	tobago	3.41
17045	torah	3.41
17046	torso	3.41
17047	transcripts	3.41
17048	tremendously	3.41
17049	trojan	3.41
17050	tumble	3.41
17051	unleash	3.41
17052	unpublished	3.41
17053	untrue	3.41
17054	verbally	3.41
17055	vitality	3.41
17056	wc	3.41
17057	weeping	3.41
17058	whispering	3.41
17059	windshield	3.41
17060	wolfe	3.41
17061	zodiac	3.41
17062	3a	3.4
17063	3g	3.4
17064	9pm	3.4
17065	abandonment	3.4
17066	abyss	3.4
17067	accession	3.4
17068	acquaintances	3.4
17069	alvarez	3.4
17070	alvin	3.4
17071	amateurs	3.4
17072	amir	3.4
17073	anders	3.4
17074	archived	3.4
17075	arithmetic	3.4
17076	arson	3.4
17077	astronomers	3.4
17078	auditions	3.4
17079	authoritative	3.4
17080	awarding	3.4
17081	barren	3.4
17082	basal	3.4
17083	batsman	3.4
17084	bedding	3.4
17085	bender	3.4
17086	bethlehem	3.4
17087	bicycles	3.4
17088	boi	3.4
17089	bourgeois	3.4
17090	braking	3.4
17091	bribery	3.4
17092	brunette	3.4
17093	bureaucratic	3.4
17094	buzzer	3.4
17095	cactus	3.4
17096	carlson	3.4
17097	cassette	3.4
17098	chants	3.4
17099	characterised	3.4
17100	childcare	3.4
17101	chocolates	3.4
17102	chronological	3.4
17103	cleavage	3.4
17104	clones	3.4
17105	cohort	3.4
17106	commandments	3.4
17107	conceive	3.4
17108	condensed	3.4
17109	contemporaries	3.4
17110	controversies	3.4
17111	convened	3.4
17112	conveyed	3.4
17113	crabs	3.4
17114	cuddle	3.4
17115	culprit	3.4
17116	darius	3.4
17117	daunting	3.4
17118	demos	3.4
17119	deviation	3.4
17120	diffusion	3.4
17121	dildo	3.4
17122	distrust	3.4
17123	dominates	3.4
17124	echoed	3.4
17125	elbows	3.4
17126	ellison	3.4
17127	elves	3.4
17128	embark	3.4
17129	empires	3.4
17130	entrepreneurial	3.4
17131	ether	3.4
17132	etiquette	3.4
17133	exhibiting	3.4
17134	extravagant	3.4
17135	familiarity	3.4
17136	felipe	3.4
17137	fender	3.4
17138	feng	3.4
17139	ferris	3.4
17140	fetal	3.4
17141	fiance	3.4
17142	finer	3.4
17143	fittings	3.4
17144	flushing	3.4
17145	fn	3.4
17146	freeing	3.4
17147	fused	3.4
17148	goa	3.4
17149	gorge	3.4
17150	greenwood	3.4
17151	groves	3.4
17152	gu	3.4
17153	gutted	3.4
17154	harp	3.4
17155	hartley	3.4
17156	heartfelt	3.4
17157	hinted	3.4
17158	hoodie	3.4
17159	housewife	3.4
17160	housewives	3.4
17161	hubs	3.4
17162	hypocrite	3.4
17163	incorporation	3.4
17164	insure	3.4
17165	joyful	3.4
17166	judah	3.4
17167	kabul	3.4
17168	kelley	3.4
17169	kickoff	3.4
17170	kimberly	3.4
17171	lacrosse	3.4
17172	lars	3.4
17173	latex	3.4
17174	leftover	3.4
17175	legalization	3.4
17176	lf	3.4
17177	localized	3.4
17178	lori	3.4
17179	malibu	3.4
17180	mammoth	3.4
17181	martyrs	3.4
17182	marvellous	3.4
17183	matchup	3.4
17184	meh	3.4
17185	merkel	3.4
17186	modem	3.4
17187	mosques	3.4
17188	motif	3.4
17189	necks	3.4
17190	newcomer	3.4
17191	nic	3.4
17192	nobles	3.4
17193	oats	3.4
17194	ominous	3.4
17195	openness	3.4
17196	optimized	3.4
17197	overheard	3.4
17198	oversized	3.4
17199	pak	3.4
17200	pandora	3.4
17201	panicked	3.4
17202	paolo	3.4
17203	papal	3.4
17204	patton	3.4
17205	pepe	3.4
17206	peril	3.4
17207	pk	3.4
17208	playable	3.4
17209	plunged	3.4
17210	polly	3.4
17211	pores	3.4
17212	posh	3.4
17213	practising	3.4
17214	precaution	3.4
17215	principally	3.4
17216	professionalism	3.4
17217	puppets	3.4
17218	pv	3.4
17219	rampage	3.4
17220	reassuring	3.4
17221	rebirth	3.4
17222	recharge	3.4
17223	rehearsals	3.4
17224	reliably	3.4
17225	renovations	3.4
17226	reservoirs	3.4
17227	retina	3.4
17228	revolves	3.4
17229	riff	3.4
17230	rosen	3.4
17231	rossi	3.4
17232	rr	3.4
17233	rutgers	3.4
17234	sahara	3.4
17235	scattering	3.4
17236	scrape	3.4
17237	scripted	3.4
17238	semantic	3.4
17239	shear	3.4
17240	shedding	3.4
17241	sherry	3.4
17242	shitting	3.4
17243	silicone	3.4
17244	skepticism	3.4
17245	slovakia	3.4
17246	sly	3.4
17247	smiley	3.4
17248	smithsonian	3.4
17249	snoop	3.4
17250	sponsoring	3.4
17251	stables	3.4
17252	startling	3.4
17253	strands	3.4
17254	strife	3.4
17255	stylist	3.4
17256	sunday's	3.4
17257	superheroes	3.4
17258	tattooed	3.4
17259	tenor	3.4
17260	thrift	3.4
17261	toured	3.4
17262	transformations	3.4
17263	traverse	3.4
17264	turnaround	3.4
17265	uterus	3.4
17266	validate	3.4
17267	vid	3.4
17268	vocalist	3.4
17269	vw	3.4
17270	warranted	3.4
17271	weakening	3.4
17272	westbrook	3.4
17273	wildcats	3.4
17274	wipes	3.4
17275	womens	3.4
17276	wrists	3.4
17277	xvi	3.4
17278	yielding	3.4
17279	zebra	3.4
17280	zionist	3.4
17281	α	3.4
17282	a.d	3.39
17283	abrams	3.39
17284	aces	3.39
17285	aft	3.39
17286	albion	3.39
17287	anesthesia	3.39
17288	anonymity	3.39
17289	anticipating	3.39
17290	antoine	3.39
17291	appropriation	3.39
17292	aria	3.39
17293	articulated	3.39
17294	assassinated	3.39
17295	babes	3.39
17296	bandits	3.39
17297	banished	3.39
17298	barefoot	3.39
17299	barrage	3.39
17300	bartlett	3.39
17301	beauties	3.39
17302	bestowed	3.39
17303	bethesda	3.39
17304	blackpool	3.39
17305	bordering	3.39
17306	bournemouth	3.39
17307	brilliance	3.39
17308	britney	3.39
17309	broth	3.39
17310	bruised	3.39
17311	buns	3.39
17312	burnley	3.39
17313	cabins	3.39
17314	campaigned	3.39
17315	centenary	3.39
17316	ceos	3.39
17317	checkpoint	3.39
17318	chloride	3.39
17319	classify	3.39
17320	clinically	3.39
17321	cocky	3.39
17322	coefficient	3.39
17323	coined	3.39
17324	collapsing	3.39
17325	collisions	3.39
17326	condemning	3.39
17327	conditioner	3.39
17328	conductors	3.39
17329	cones	3.39
17330	conglomerate	3.39
17331	consultations	3.39
17332	conversions	3.39
17333	cornerstone	3.39
17334	correctness	3.39
17335	counterfeit	3.39
17336	damian	3.39
17337	dazzling	3.39
17338	dea	3.39
17339	deacon	3.39
17340	debuts	3.39
17341	deceived	3.39
17342	delaying	3.39
17343	dentistry	3.39
17344	desks	3.39
17345	detainees	3.39
17346	dictated	3.39
17347	dino	3.39
17348	disks	3.39
17349	dismissing	3.39
17350	dortmund	3.39
17351	edgy	3.39
17352	eff	3.39
17353	elevators	3.39
17354	elton	3.39
17355	encore	3.39
17356	engages	3.39
17357	enormously	3.39
17358	epstein	3.39
17359	err	3.39
17360	erupted	3.39
17361	espresso	3.39
17362	evade	3.39
17363	fab	3.39
17364	fairs	3.39
17365	freaky	3.39
17366	freshmen	3.39
17367	futile	3.39
17368	genera	3.39
17369	germs	3.39
17370	glacial	3.39
17371	glands	3.39
17372	gloomy	3.39
17373	graceful	3.39
17374	grievances	3.39
17375	gritty	3.39
17376	hanoi	3.39
17377	hayley	3.39
17378	heartbreak	3.39
17379	heist	3.39
17380	heterosexual	3.39
17381	hewitt	3.39
17382	hinder	3.39
17383	hobbit	3.39
17384	horseback	3.39
17385	hospice	3.39
17386	hotline	3.39
17387	huang	3.39
17388	inhibition	3.39
17389	integer	3.39
17390	interdisciplinary	3.39
17391	intermittent	3.39
17392	intimidation	3.39
17393	islamist	3.39
17394	italia	3.39
17395	iteration	3.39
17396	j.d	3.39
17397	joys	3.39
17398	kitchens	3.39
17399	kremlin	3.39
17400	langley	3.39
17401	liners	3.39
17402	liv	3.39
17403	lv	3.39
17404	m3	3.39
17405	madagascar	3.39
17406	magnum	3.39
17407	malay	3.39
17408	mandates	3.39
17409	martian	3.39
17410	mashed	3.39
17411	maxim	3.39
17412	mcdonalds	3.39
17413	mei	3.39
17414	melancholy	3.39
17415	meteorological	3.39
17416	milf	3.39
17417	misplaced	3.39
17418	misty	3.39
17419	modifying	3.39
17420	moines	3.39
17421	monsieur	3.39
17422	mop	3.39
17423	multicultural	3.39
17424	nearing	3.39
17425	negatives	3.39
17426	negligible	3.39
17427	nesting	3.39
17428	nudity	3.39
17429	obligatory	3.39
17430	oceanic	3.39
17431	od	3.39
17432	oooh	3.39
17433	ornaments	3.39
17434	outpost	3.39
17435	outputs	3.39
17436	overflow	3.39
17437	oxidation	3.39
17438	panorama	3.39
17439	pascal	3.39
17440	peep	3.39
17441	pencils	3.39
17442	pervasive	3.39
17443	pickle	3.39
17444	pinky	3.39
17445	playwright	3.39
17446	pledges	3.39
17447	predatory	3.39
17448	preface	3.39
17449	prescribe	3.39
17450	punitive	3.39
17451	quits	3.39
17452	rainforest	3.39
17453	raphael	3.39
17454	reborn	3.39
17455	reddish	3.39
17456	refurbished	3.39
17457	region's	3.39
17458	repercussions	3.39
17459	reprint	3.39
17460	restroom	3.39
17461	rhythmic	3.39
17462	robber	3.39
17463	robes	3.39
17464	rockies	3.39
17465	roi	3.39
17466	roommates	3.39
17467	roulette	3.39
17468	rounding	3.39
17469	rowing	3.39
17470	rulings	3.39
17471	rumored	3.39
17472	rupees	3.39
17473	sam's	3.39
17474	samoa	3.39
17475	samson	3.39
17476	satin	3.39
17477	scatter	3.39
17478	scramble	3.39
17479	scraps	3.39
17480	segregated	3.39
17481	semantics	3.39
17482	settles	3.39
17483	shameless	3.39
17484	sharif	3.39
17485	showtime	3.39
17486	silenced	3.39
17487	sinner	3.39
17488	skeletal	3.39
17489	skeletons	3.39
17490	skulls	3.39
17491	slows	3.39
17492	snapshot	3.39
17493	soar	3.39
17494	something's	3.39
17495	spherical	3.39
17496	spotting	3.39
17497	sprinkle	3.39
17498	spruce	3.39
17499	squared	3.39
17500	squirrels	3.39
17501	stacy	3.39
17502	stamina	3.39
17503	standalone	3.39
17504	stimuli	3.39
17505	subconscious	3.39
17506	thinker	3.39
17507	tonic	3.39
17508	tossing	3.39
17509	troublesome	3.39
17510	tumour	3.39
17511	twain	3.39
17512	uncertainties	3.39
17513	underestimated	3.39
17514	utopia	3.39
17515	vanish	3.39
17516	vigorously	3.39
17517	visibly	3.39
17518	vowed	3.39
17519	vpn	3.39
17520	waterways	3.39
17521	wetlands	3.39
17522	whitman	3.39
17523	wrecking	3.39
17524	xiv	3.39
17525	👏	3.39
17526	3s	3.38
17527	4pm	3.38
17528	abigail	3.38
17529	abrupt	3.38
17530	acronym	3.38
17531	adaptations	3.38
17532	adversity	3.38
17533	advertiser	3.38
17534	affidavit	3.38
17535	amc	3.38
17536	antics	3.38
17537	antony	3.38
17538	ao	3.38
17539	appreciates	3.38
17540	area's	3.38
17541	artworks	3.38
17542	asserts	3.38
17543	astrology	3.38
17544	attachments	3.38
17545	authorize	3.38
17546	bank's	3.38
17547	baroness	3.38
17548	barrow	3.38
17549	begs	3.38
17550	bengals	3.38
17551	binds	3.38
17552	biographical	3.38
17553	biomass	3.38
17554	bitcoins	3.38
17555	blanche	3.38
17556	blm	3.38
17557	blouse	3.38
17558	bodyguard	3.38
17559	borrowers	3.38
17560	botany	3.38
17561	bras	3.38
17562	bulldog	3.38
17563	caterpillar	3.38
17564	censored	3.38
